in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
5.20E+01,3.236E+01,-5.582E+01,-1.514E+02,5.000E+00
5.30E+01,3.311E+01,-5.578E+01,-1.526E+02,5.000E+00
5.40E+01,3.388E+01,-5.576E+01,-1.532E+02,5.000E+00
5.50E+01,3.467E+01,-5.563E+01,-1.542E+02,5.000E+00
5.60E+01,3.548E+01,-5.567E+01,-1.555E+02,5.000E+00
5.70E+01,3.631E+01,-5.546E+01,-1.554E+02,5.000E+00
5.80E+01,3.715E+01,-5.547E+01,-1.558E+02,5.000E+00
5.90E+01,3.802E+01,-5.557E+01,-1.568E+02,5.000E+00
6.00E+01,3.890E+01,-5.551E+01,-1.576E+02,5.000E+00
6.10E+01,3.981E+01,-5.536E+01,-1.570E+02,5.000E+00
6.20E+01,4.074E+01,-5.567E+01,-1.575E+02,5.000E+00
6.30E+01,4.169E+01,-5.561E+01,-1.569E+02,5.000E+00
6.40E+01,4.266E+01,-5.534E+01,-1.600E+02,5.000E+00
6.50E+01,4.365E+01,-5.531E+01,-1.585E+02,5.000E+00
6.60E+01,4.467E+01,-5.521E+01,-1.590E+02,5.000E+00
6.70E+01,4.571E+01,-5.521E+01,-1.596E+02,5.000E+00
6.80E+01,4.677E+01,-5.511E+01,-1.612E+02,5.000E+00
6.90E+01,4.786E+01,-5.545E+01,-1.624E+02,5.000E+00
7.00E+01,4.898E+01,-5.535E+01,-1.604E+02,5.000E+00
7.10E+01,5.012E+01,-5.550E+01,-1.618E+02,5.000E+00
7.20E+01,5.129E+01,-5.542E+01,-1.628E+02,5.000E+00
7.30E+01,5.248E+01,-5.510E+01,-1.628E+02,5.000E+00
7.40E+01,5.370E+01,-5.543E+01,-1.635E+02,5.000E+00
7.50E+01,5.495E+01,-5.509E+01,-1.633E+02,5.000E+00
7.60E+01,5.623E+01,-5.538E+01,-1.644E+02,5.000E+00
7.70E+01,5.754E+01,-5.509E+01,-1.648E+02,5.000E+00
7.80E+01,5.888E+01,-5.538E+01,-1.647E+02,5.000E+00
7.90E+01,6.026E+01,-5.513E+01,-1.653E+02,5.000E+00
8.00E+01,6.166E+01,-5.525E+01,-1.657E+02,5.000E+00
8.10E+01,6.310E+01,-5.528E+01,-1.666E+02,5.000E+00
8.20E+01,6.457E+01,-5.534E+01,-1.672E+02,5.000E+00
8.30E+01,6.607E+01,-5.522E+01,-1.659E+02,5.000E+00
8.40E+01,6.761E+01,-5.530E+01,-1.668E+02,5.000E+00
8.50E+01,6.918E+01,-5.505E+01,-1.673E+02,5.000E+00
8.60E+01,7.079E+01,-5.514E+01,-1.689E+02,5.000E+00
8.70E+01,7.244E+01,-5.537E+01,-1.679E+02,5.000E+00
8.80E+01,7.413E+01,-5.519E+01,-1.689E+02,5.000E+00
8.90E+01,7.586E+01,-5.517E+01,-1.688E+02,5.000E+00
9.00E+01,7.762E+01,-5.525E+01,-1.692E+02,5.000E+00
9.10E+01,7.943E+01,-5.516E+01,-1.690E+02,5.000E+00
9.20E+01,8.128E+01,-5.523E+01,-1.699E+02,5.000E+00
9.30E+01,8.318E+01,-5.528E+01,-1.695E+02,5.000E+00
9.40E+01,8.511E+01,-5.522E+01,-1.703E+02,5.000E+00
9.50E+01,8.710E+01,-5.520E+01,-1.705E+02,5.000E+00
9.60E+01,8.913E+01,-5.529E+01,-1.707E+02,5.000E+00
9.70E+01,9.120E+01,-5.521E+01,-1.709E+02,5.000E+00
9.80E+01,9.333E+01,-5.520E+01,-1.715E+02,5.000E+00
9.90E+01,9.550E+01,-5.521E+01,-1.711E+02,5.000E+00
1.00E+02,9.772E+01,-5.525E+01,-1.714E+02,5.000E+00
1.01E+02,1.000E+02,-5.524E+01,-1.717E+02,5.000E+00
1.02E+02,1.023E+02,-5.522E+01,-1.723E+02,5.000E+00
1.03E+02,1.047E+02,-5.526E+01,-1.722E+02,5.000E+00
1.04E+02,1.072E+02,-5.525E+01,-1.718E+02,5.000E+00
1.05E+02,1.096E+02,-5.519E+01,-1.724E+02,5.000E+00
1.06E+02,1.122E+02,-5.524E+01,-1.727E+02,5.000E+00
1.07E+02,1.148E+02,-5.523E+01,-1.728E+02,5.000E+00
1.08E+02,1.175E+02,-5.519E+01,-1.730E+02,5.000E+00
1.09E+02,1.202E+02,-5.521E+01,-1.732E+02,5.000E+00
1.10E+02,1.230E+02,-5.529E+01,-1.733E+02,5.000E+00
1.11E+02,1.259E+02,-5.526E+01,-1.738E+02,5.000E+00
1.12E+02,1.288E+02,-5.529E+01,-1.740E+02,5.000E+00
1.13E+02,1.318E+02,-5.521E+01,-1.740E+02,5.000E+00
1.14E+02,1.349E+02,-5.528E+01,-1.743E+02,5.000E+00
1.15E+02,1.380E+02,-5.527E+01,-1.743E+02,5.000E+00
1.16E+02,1.413E+02,-5.521E+01,-1.742E+02,5.000E+00
1.17E+02,1.445E+02,-5.520E+01,-1.745E+02,5.000E+00
1.18E+02,1.479E+02,-5.524E+01,-1.745E+02,5.000E+00
1.19E+02,1.514E+02,-5.525E+01,-1.748E+02,5.000E+00
1.20E+02,1.549E+02,-5.524E+01,-1.747E+02,5.000E+00
1.21E+02,1.585E+02,-5.529E+01,-1.751E+02,5.000E+00
1.22E+02,1.622E+02,-5.527E+01,-1.753E+02,5.000E+00
1.23E+02,1.660E+02,-5.525E+01,-1.748E+02,5.000E+00
1.24E+02,1.698E+02,-5.527E+01,-1.757E+02,5.000E+00
1.25E+02,1.738E+02,-5.525E+01,-1.754E+02,5.000E+00
1.26E+02,1.778E+02,-5.524E+01,-1.756E+02,5.000E+00
1.27E+02,1.820E+02,-5.526E+01,-1.758E+02,5.000E+00
1.28E+02,1.862E+02,-5.528E+01,-1.759E+02,5.000E+00
1.29E+02,1.905E+02,-5.527E+01,-1.757E+02,5.000E+00
1.30E+02,1.950E+02,-5.529E+01,-1.759E+02,5.000E+00
1.31E+02,1.995E+02,-5.527E+01,-1.761E+02,5.000E+00
1.32E+02,2.042E+02,-5.522E+01,-1.761E+02,5.000E+00
1.33E+02,2.089E+02,-5.527E+01,-1.763E+02,5.000E+00
1.34E+02,2.138E+02,-5.520E+01,-1.765E+02,5.000E+00
1.35E+02,2.188E+02,-5.530E+01,-1.766E+02,5.000E+00
1.36E+02,2.239E+02,-5.524E+01,-1.768E+02,5.000E+00
1.37E+02,2.291E+02,-5.528E+01,-1.766E+02,5.000E+00
1.38E+02,2.344E+02,-5.526E+01,-1.764E+02,5.000E+00
1.39E+02,2.399E+02,-5.527E+01,-1.764E+02,5.000E+00
1.40E+02,2.455E+02,-5.526E+01,-1.771E+02,5.000E+00
1.41E+02,2.512E+02,-5.527E+01,-1.771E+02,5.000E+00
1.42E+02,2.570E+02,-5.530E+01,-1.771E+02,5.000E+00
1.43E+02,2.630E+02,-5.526E+01,-1.771E+02,5.000E+00
1.44E+02,2.692E+02,-5.526E+01,-1.772E+02,5.000E+00
