in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.00E+00,1.000E+01,-6.063E+01,-1.191E+02,5.000E+00
2.00E+00,1.023E+01,-6.094E+01,-1.179E+02,5.000E+00
3.00E+00,1.047E+01,-6.049E+01,-1.201E+02,5.000E+00
4.00E+00,1.072E+01,-6.041E+01,-1.211E+02,5.000E+00
5.00E+00,1.096E+01,-5.994E+01,-1.208E+02,5.000E+00
6.00E+00,1.122E+01,-5.974E+01,-1.212E+02,5.000E+00
7.00E+00,1.148E+01,-5.983E+01,-1.228E+02,5.000E+00
8.00E+00,1.175E+01,-6.002E+01,-1.212E+02,5.000E+00
9.00E+00,1.202E+01,-5.972E+01,-1.242E+02,5.000E+00
1.00E+01,1.230E+01,-5.951E+01,-1.250E+02,5.000E+00
1.10E+01,1.259E+01,-5.934E+01,-1.253E+02,5.000E+00
1.20E+01,1.288E+01,-5.914E+01,-1.269E+02,5.000E+00
1.30E+01,1.318E+01,-5.916E+01,-1.277E+02,5.000E+00
1.40E+01,1.349E+01,-5.895E+01,-1.293E+02,5.000E+00
1.50E+01,1.380E+01,-5.915E+01,-1.303E+02,5.000E+00
1.60E+01,1.413E+01,-5.862E+01,-1.301E+02,5.000E+00
1.70E+01,1.445E+01,-5.867E+01,-1.320E+02,5.000E+00
1.80E+01,1.479E+01,-5.869E+01,-1.308E+02,5.000E+00
1.90E+01,1.514E+01,-5.862E+01,-1.337E+02,5.000E+00
2.00E+01,1.549E+01,-5.833E+01,-1.335E+02,5.000E+00
2.10E+01,1.585E+01,-5.840E+01,-1.331E+02,5.000E+00
2.20E+01,1.622E+01,-5.854E+01,-1.352E+02,5.000E+00
2.30E+01,1.660E+01,-5.812E+01,-1.345E+02,5.000E+00
2.40E+01,1.698E+01,-5.797E+01,-1.357E+02,5.000E+00
2.50E+01,1.738E+01,-5.797E+01,-1.383E+02,5.000E+00
2.60E+01,1.778E+01,-5.768E+01,-1.384E+02,5.000E+00
2.70E+01,1.820E+01,-5.776E+01,-1.391E+02,5.000E+00
2.80E+01,1.862E+01,-5.764E+01,-1.399E+02,5.000E+00
2.90E+01,1.905E+01,-5.758E+01,-1.400E+02,5.000E+00
3.00E+01,1.950E+01,-5.751E+01,-1.408E+02,5.000E+00
3.10E+01,1.995E+01,-5.748E+01,-1.418E+02,5.000E+00
3.20E+01,2.042E+01,-5.745E+01,-1.426E+02,5.000E+00
3.30E+01,2.089E+01,-5.730E+01,-1.448E+02,5.000E+00
3.40E+01,2.138E+01,-5.721E+01,-1.447E+02,5.000E+00
3.50E+01,2.188E+01,-5.714E+01,-1.464E+02,5.000E+00
3.60E+01,2.239E+01,-5.705E+01,-1.457E+02,5.000E+00
3.70E+01,2.291E+01,-5.700E+01,-1.462E+02,5.000E+00
3.80E+01,2.344E+01,-5.710E+01,-1.457E+02,5.000E+00
3.90E+01,2.399E+01,-5.701E+01,-1.476E+02,5.000E+00
4.00E+01,2.455E+01,-5.706E+01,-1.486E+02,5.000E+00
4.10E+01,2.512E+01,-5.689E+01,-1.481E+02,5.000E+00
4.20E+01,2.570E+01,-5.686E+01,-1.502E+02,5.000E+00
4.30E+01,2.630E+01,-5.677E+01,-1.503E+02,5.000E+00
4.40E+01,2.692E+01,-5.682E+01,-1.506E+02,5.000E+00
4.50E+01,2.754E+01,-5.662E+01,-1.525E+02,5.000E+00
4.60E+01,2.818E+01,-5.680E+01,-1.527E+02,5.000E+00
4.70E+01,2.884E+01,-5.668E+01,-1.527E+02,5.000E+00
4.80E+01,2.951E+01,-5.662E+01,-1.543E+02,5.000E+00
4.90E+01,3.020E+01,-5.664E+01,-1.541E+02,5.000E+00
5.00E+01,3.090E+01,-5.663E+01,-1.548E+02,5.000E+00
5.10E+01,3.162E+01,-5.658E+01,-1.543E+02,5.000E+00
5.20E+01,3.236E+01,-5.642E+01,-1.546E+02,5.000E+00
5.30E+01,3.311E+01,-5.650E+01,-1.556E+02,5.000E+00
5.40E+01,3.388E+01,-5.655E+01,-1.565E+02,5.000E+00
5.50E+01,3.467E+01,-5.645E+01,-1.567E+02,5.000E+00
5.60E+01,3.548E+01,-5.650E+01,-1.576E+02,5.000E+00
5.70E+01,3.631E+01,-5.649E+01,-1.586E+02,5.000E+00
5.80E+01,3.715E+01,-5.643E+01,-1.585E+02,5.000E+00
5.90E+01,3.802E+01,-5.648E+01,-1.589E+02,5.000E+00
6.00E+01,3.890E+01,-5.625E+01,-1.597E+02,5.000E+00
6.10E+01,3.981E+01,-5.621E+01,-1.609E+02,5.000E+00
6.20E+01,4.074E+01,-5.643E+01,-1.612E+02,5.000E+00
6.30E+01,4.169E+01,-5.627E+01,-1.614E+02,5.000E+00
6.40E+01,4.266E+01,-5.634E+01,-1.614E+02,5.000E+00
6.50E+01,4.365E+01,-5.623E+01,-1.620E+02,5.000E+00
6.60E+01,4.467E+01,-5.641E+01,-1.625E+02,5.000E+00
6.70E+01,4.571E+01,-5.626E+01,-1.637E+02,5.000E+00
6.80E+01,4.677E+01,-5.625E+01,-1.635E+02,5.000E+00
6.90E+01,4.786E+01,-5.641E+01,-1.634E+02,5.000E+00
7.00E+01,4.898E+01,-5.615E+01,-1.639E+02,5.000E+00
7.10E+01,5.012E+01,-5.635E+01,-1.646E+02,5.000E+00
7.20E+01,5.129E+01,-5.627E+01,-1.648E+02,5.000E+00
7.30E+01,5.248E+01,-5.626E+01,-1.654E+02,5.000E+00
7.40E+01,5.370E+01,-5.635E+01,-1.661E+02,5.000E+00
7.50E+01,5.495E+01,-5.618E+01,-1.667E+02,5.000E+00
7.60E+01,5.623E+01,-5.623E+01,-1.668E+02,5.000E+00
7.70E+01,5.754E+01,-5.626E+01,-1.666E+02,5.000E+00
7.80E+01,5.888E+01,-5.624E+01,-1.672E+02,5.000E+00
7.90E+01,6.026E+01,-5.615E+01,-1.680E+02,5.000E+00
