Sensor,Time,ADC_readings,Frequency,Magnitude,DC_offset
1,0.0175182481751825,0,72.24609375,0.0477236605661412,NaN
1,0.0180048661800487,0,74.2529296875,0.0350525589888689,NaN
1,0.0184914841849148,0,76.259765625,0.0246894058441268,NaN
1,0.018978102189781,0,78.2666015625,0.0231440249037786,NaN
1,0.0194647201946472,0,80.2734375,0.0319108238093454,NaN
1,0.0199513381995134,0,82.2802734375,0.0430751735166712,NaN
1,0.0204379562043796,0,84.287109375,0.0727439280063034,NaN
1,0.0209245742092457,0,86.2939453125,0.035131289015742,NaN
1,0.0214111922141119,0,88.30078125,0.0370561834369729,NaN
1,0.0218978102189781,0,90.3076171875,0.0427718067423645,NaN
1,0.0223844282238443,0,92.314453125,0.0469442883013349,NaN
1,0.0228710462287105,0,94.3212890625,0.0133396303958587,NaN
1,0.0233576642335766,0,96.328125,0.0344137879907827,NaN
1,0.0238442822384428,0,98.3349609375,0.0480791698589168,NaN
1,0.024330900243309,0,100.341796875,0.0423125203773493,NaN
1,0.0248175182481752,0,102.3486328125,0.0545269178038972,NaN
1,0.0253041362530414,0,104.35546875,0.0523231253742761,NaN
1,0.0257907542579075,0,106.3623046875,0.0250034824070251,NaN
1,0.0262773722627737,0,108.369140625,0.0233245390626292,NaN
1,0.0267639902676399,0,110.3759765625,0.026111636912821,NaN
1,0.0272506082725061,0,112.3828125,0.048276211026517,NaN
1,0.0277372262773723,0,114.3896484375,0.0585820393056878,NaN
1,0.0282238442822384,0,116.396484375,0.0849423008739345,NaN
1,0.0287104622871046,0,118.4033203125,0.0878643887490674,NaN
1,0.0291970802919708,0,120.41015625,0.038448041821457,NaN
1,0.029683698296837,0,122.4169921875,0.0401459419300553,NaN
1,0.0301703163017032,0,124.423828125,0.0391376052314791,NaN
1,0.0306569343065693,0,126.4306640625,0.01175626159526,NaN
1,0.0311435523114355,0,128.4375,0.0583731300430143,NaN
1,0.0316301703163017,0,130.4443359375,0.100959097068591,NaN
1,0.0321167883211679,0,132.451171875,0.0570892588991808,NaN
1,0.0326034063260341,0,134.4580078125,0.038955849249056,NaN
1,0.0330900243309002,0,136.46484375,0.0301440542028488,NaN
1,0.0335766423357664,0,138.4716796875,0.00575344750461698,NaN
1,0.0340632603406326,0,140.478515625,0.0268269652832876,NaN
1,0.0345498783454988,0,142.4853515625,0.0534309163907522,NaN
1,0.035036496350365,0,144.4921875,0.0208936267870991,NaN
1,0.0355231143552311,0,146.4990234375,0.0165766848898473,NaN
1,0.0360097323600973,0,148.505859375,0.0733926623758339,NaN
1,0.0364963503649635,0,150.5126953125,0.0776245416329798,NaN
1,0.0369829683698297,0,152.51953125,0.0650161955757335,NaN
1,0.0374695863746959,0,154.5263671875,0.0524025487411721,NaN
1,0.037956204379562,0,156.533203125,0.00549111184737853,NaN
1,0.0384428223844282,0,158.5400390625,0.015287500627695,NaN
1,0.0389294403892944,0,160.546875,0.014462989080517,NaN
1,0.0394160583941606,0,162.5537109375,0.0439003166660797,NaN
1,0.0399026763990268,0,164.560546875,0.0303578287251498,NaN
1,0.0403892944038929,0,166.5673828125,0.0224892315393391,NaN
1,0.0408759124087591,0,168.57421875,0.0109815387827625,NaN
1,0.0413625304136253,0,170.5810546875,0.0588749534332191,NaN
1,0.0418491484184915,0,172.587890625,0.0415872514882131,NaN
1,0.0423357664233577,0,174.5947265625,0.011689530073926,NaN
1,0.0428223844282238,0,176.6015625,0.0661222983506253,NaN
1,0.04330900243309,0,178.6083984375,0.0851144852252522,NaN
1,0.0437956204379562,0,180.615234375,0.0688715704489189,NaN
1,0.0442822384428224,0,182.6220703125,0.0276099375067369,NaN
1,0.0447688564476886,0,184.62890625,0.0454412372549165,NaN
1,0.0452554744525547,0,186.6357421875,0.0398117640728789,NaN
1,0.0457420924574209,0,188.642578125,0.0446328554298119,NaN
1,0.0462287104622871,0,190.6494140625,0.0262084000843672,NaN
1,0.0467153284671533,0,192.65625,0.0189886812719092,NaN
1,0.0472019464720195,0,194.6630859375,0.0675748680181948,NaN
1,0.0476885644768856,0,196.669921875,0.0333262125361631,NaN
1,0.0481751824817518,0,198.6767578125,0.0391577412830361,NaN
1,0.048661800486618,0,200.68359375,0.0552921380648931,NaN
1,0.0491484184914842,0,202.6904296875,0.0632408829736734,NaN
1,0.0496350364963504,0,204.697265625,0.0733510260841481,NaN
1,0.0501216545012165,0,206.7041015625,0.0290452611710091,NaN
1,0.0506082725060827,0,208.7109375,0.0363897693949318,NaN
1,0.0510948905109489,0,210.7177734375,0.0471129045864994,NaN
1,0.0515815085158151,0,212.724609375,0.0236780804064495,NaN
1,0.0520681265206813,0,214.7314453125,0.0298230982853906,NaN
1,0.0525547445255474,0,216.73828125,0.0414023105474014,NaN
1,0.0530413625304136,0,218.7451171875,0.0585570113749775,NaN
1,0.0535279805352798,0,220.751953125,0.0525341866753568,NaN
1,0.054014598540146,0,222.7587890625,0.0568549719467207,NaN
1,0.0545012165450122,0,224.765625,0.0638023608621547,NaN
1,0.0549878345498783,0,226.7724609375,0.042771333535513,NaN
1,0.0554744525547445,0,228.779296875,0.0246112548537195,NaN
1,0.0559610705596107,0,230.7861328125,0.0475457593599477,NaN
1,0.0564476885644769,0,232.79296875,0.00790873245468442,NaN
1,0.0569343065693431,0,234.7998046875,0.028725879444809,NaN
1,0.0574209245742092,0,236.806640625,0.00786812227485666,NaN
1,0.0579075425790754,0,238.8134765625,0.0173837359298824,NaN
1,0.0583941605839416,0,240.8203125,0.00741344031140279,NaN
1,0.0588807785888078,0,242.8271484375,0.0208883326808072,NaN
1,0.059367396593674,0,244.833984375,0.0179741329797847,NaN
1,0.0598540145985401,0,246.8408203125,0.00805454439372366,NaN
1,0.0603406326034063,0,248.84765625,0.0236720611636787,NaN
1,0.0608272506082725,0,250.8544921875,0.0436794846529871,NaN
1,0.0613138686131387,0,252.861328125,0.14752380720414,NaN
1,0.0618004866180049,0,254.8681640625,0.326679132840753,NaN
1,0.062287104622871,0,256.875,0.229049293214884,NaN
1,0.0627737226277372,0,258.8818359375,0.0693816965555843,NaN
1,0.0632603406326034,0,260.888671875,0.012555832960991,NaN
1,0.0637469586374696,0,262.8955078125,0.0525602197779409,NaN
1,0.0642335766423358,0,264.90234375,0.0521883269938684,NaN
1,0.0647201946472019,0,266.9091796875,0.0129084048516875,NaN
1,0.0652068126520681,0,268.916015625,0.0443504731904339,NaN
1,0.0656934306569343,0,270.9228515625,0.0138095778216925,NaN
1,0.0661800486618005,0,272.9296875,0.016573398174398,NaN
1,0.0666666666666667,0,274.9365234375,0.0595886626892854,NaN
1,0.0671532846715329,0,276.943359375,0.0151736912052004,NaN
1,0.067639902676399,0,278.9501953125,0.0489642446953457,NaN
1,0.0681265206812652,0,280.95703125,0.0414315373766043,NaN
1,0.0686131386861314,0,282.9638671875,0.0545099755337927,NaN
1,0.0690997566909976,0,284.970703125,0.075370505082787,NaN
1,0.0695863746958637,0,286.9775390625,0.0592705870487634,NaN
1,0.0700729927007299,0,288.984375,0.0325917566516435,NaN
1,0.0705596107055961,0,290.9912109375,0.0662286636580621,NaN
1,0.0710462287104623,0,292.998046875,0.0494332995339508,NaN
1,0.0715328467153285,0,295.0048828125,0.047458813110603,NaN
1,0.0720194647201946,0,297.01171875,0.0568134466867865,NaN
1,0.0725060827250608,0,299.0185546875,0.0422643236198213,NaN
1,0.072992700729927,0,301.025390625,0.0403514721600472,NaN
1,0.0734793187347932,0,303.0322265625,0.0363314405275567,NaN
1,0.0739659367396594,0,305.0390625,0.0184228745682987,NaN
1,0.0744525547445255,0,307.0458984375,0.0610750402411667,NaN
1,0.0749391727493917,0,309.052734375,0.05089125600326,NaN
1,0.0754257907542579,0,311.0595703125,0.0300980501572123,NaN
1,0.0759124087591241,0,313.06640625,0.0372105519618981,NaN
1,0.0763990267639903,0,315.0732421875,0.0558868172952177,NaN
1,0.0768856447688565,0,317.080078125,0.0630556928681313,NaN
1,0.0773722627737226,0,319.0869140625,0.141644295784943,NaN
1,0.0778588807785888,0,321.09375,0.210188492456802,NaN
1,0.078345498783455,0,323.1005859375,0.0784513608654738,NaN
1,0.0788321167883212,0,325.107421875,0.0163034259545314,NaN
1,0.0793187347931874,0,327.1142578125,0.00309464403636995,NaN
1,0.0798053527980535,0,329.12109375,0.0138596906581644,NaN
1,0.0802919708029197,0,331.1279296875,0.0419786506519575,NaN
1,0.0807785888077859,0,333.134765625,0.0498311272373931,NaN
1,0.0812652068126521,0,335.1416015625,0.0229314329980777,NaN
1,0.0817518248175182,0,337.1484375,0.0104167446747347,NaN
1,0.0822384428223844,0,339.1552734375,0.0337058252285644,NaN
1,0.0827250608272506,0,341.162109375,0.0545716154553736,NaN
1,0.0832116788321168,0,343.1689453125,0.0118350819499318,NaN
1,0.083698296836983,0,345.17578125,0.0359914581178705,NaN
1,0.0841849148418491,0,347.1826171875,0.0147699032103535,NaN
1,0.0846715328467153,0,349.189453125,0.0273506723940286,NaN
1,0.0851581508515815,0,351.1962890625,0.0146689730085964,NaN
1,0.0856447688564477,0,353.203125,0.0511297441396103,NaN
1,0.0861313868613139,0,355.2099609375,0.0230949287419318,NaN
1,0.08661800486618,0,357.216796875,0.0478389648367055,NaN
1,0.0871046228710462,0,359.2236328125,0.0333797948322409,NaN
1,0.0875912408759124,0,361.23046875,0.0310838786960887,NaN
1,0.0880778588807786,0,363.2373046875,0.0211036190986845,NaN
1,0.0885644768856448,0,365.244140625,0.0179953653095452,NaN
1,0.089051094890511,0,367.2509765625,0.0548477081077236,NaN
1,0.0895377128953771,0,369.2578125,0.0364823942271946,NaN
1,0.0900243309002433,0,371.2646484375,0.0333571520215834,NaN
1,0.0905109489051095,0,373.271484375,0.0356891225513903,NaN
1,0.0909975669099757,0,375.2783203125,0.0641454503792115,NaN
1,0.0914841849148419,0,377.28515625,0.0715143496785539,NaN
1,0.091970802919708,0,379.2919921875,0.0426504554717646,NaN
1,0.0924574209245742,0,381.298828125,0.0170876953720443,NaN
1,0.0929440389294404,0,383.3056640625,0.0176946915158146,NaN
1,0.0934306569343066,0,385.3125,0.0322763724721603,NaN
1,0.0939172749391727,0,387.3193359375,0.0345168420038203,NaN
1,0.0944038929440389,0,389.326171875,0.029098150081154,NaN
1,0.0948905109489051,0,391.3330078125,0.0321408149183651,NaN
1,0.0953771289537713,0,393.33984375,0.0483818206782145,NaN
1,0.0958637469586375,0,395.3466796875,0.0193799915182293,NaN
1,0.0963503649635036,0,397.353515625,0.0180516720343214,NaN
1,0.0968369829683698,0,399.3603515625,0.0450871734829116,NaN
1,0.097323600973236,0,401.3671875,0.0400995402158049,NaN
1,0.0978102189781022,0,403.3740234375,0.0233847386507281,NaN
1,0.0982968369829684,0,405.380859375,0.0026028241078096,NaN
1,0.0987834549878345,0,407.3876953125,0.0105308446740347,NaN
1,0.0992700729927007,0,409.39453125,0.045496340507451,NaN
1,0.0997566909975669,0,411.4013671875,0.0756852515878292,NaN
1,0.100243309002433,0,413.408203125,0.0334260757422399,NaN
1,0.100729927007299,0,415.4150390625,0.0281187835525879,NaN
1,0.101216545012165,0,417.421875,0.0445124542499015,NaN
1,0.101703163017032,0,419.4287109375,0.0496793070586587,NaN
1,0.102189781021898,0,421.435546875,0.0255561944346166,NaN
1,0.102676399026764,0,423.4423828125,0.0398124919612045,NaN
1,0.10316301703163,0,425.44921875,0.0452608513936505,NaN
1,0.103649635036496,0,427.4560546875,0.0557042604449646,NaN
1,0.104136253041363,0,429.462890625,0.0669005074472002,NaN
1,0.104622871046229,0,431.4697265625,0.0615815414785697,NaN
1,0.105109489051095,0,433.4765625,0.0150065881545858,NaN
1,0.105596107055961,0,435.4833984375,0.0187453053289115,NaN
1,0.106082725060827,0,437.490234375,0.0340196758920172,NaN
1,0.106569343065693,0,439.4970703125,0.0500062075600861,NaN
1,0.10705596107056,0,441.50390625,0.0427059793493148,NaN
1,0.107542579075426,0,443.5107421875,0.0476896114222838,NaN
1,0.108029197080292,0,445.517578125,0.0561378302093519,NaN
1,0.108515815085158,0,447.5244140625,0.0481322760139729,NaN
1,0.109002433090024,0,449.53125,0.0280823516856626,NaN
1,0.109489051094891,0,451.5380859375,0.0695049421152717,NaN
1,0.109975669099757,0,453.544921875,0.0300966747605963,NaN
1,0.110462287104623,0,455.5517578125,0.00734542585319225,NaN
1,0.110948905109489,0,457.55859375,0.0557556005393759,NaN
1,0.111435523114355,0,459.5654296875,0.0587926732403149,NaN
1,0.111922141119221,0,461.572265625,0.0231286613281566,NaN
1,0.112408759124088,0,463.5791015625,0.0120531194432509,NaN
1,0.112895377128954,0,465.5859375,0.00734018334996181,NaN
1,0.11338199513382,0,467.5927734375,0.017131654984711,NaN
1,0.113868613138686,0,469.599609375,0.0281379878735347,NaN
1,0.114355231143552,0,471.6064453125,0.0485299008351457,NaN
1,0.114841849148418,0,473.61328125,0.0292531568155967,NaN
1,0.115328467153285,0,475.6201171875,0.035738240163449,NaN
1,0.115815085158151,0,477.626953125,0.0422789231951657,NaN
1,0.116301703163017,0,479.6337890625,0.0129773278953473,NaN
1,0.116788321167883,0,481.640625,0.0304942229478497,NaN
1,0.117274939172749,0,483.6474609375,0.0881222720296187,NaN
1,0.117761557177616,0,485.654296875,0.110461042400016,NaN
1,0.118248175182482,0,487.6611328125,0.0659782065955572,NaN
1,0.118734793187348,0,489.66796875,0.0278456182274209,NaN
1,0.119221411192214,0,491.6748046875,0.0473609005622677,NaN
1,0.11970802919708,0,493.681640625,0.0397023740804687,NaN
1,0.120194647201946,0,495.6884765625,0.0432327994829273,NaN
1,0.120681265206813,0,497.6953125,0.0253769601161899,NaN
1,0.121167883211679,0,499.7021484375,0.0566288895665599,NaN
1,0.121654501216545,0,501.708984375,0.06409527623133,NaN
1,0.122141119221411,0,503.7158203125,0.0947896139154143,NaN
1,0.122627737226277,0,505.72265625,0.0553469329445781,NaN
1,0.123114355231144,0,507.7294921875,0.0491176708790702,NaN
1,0.12360097323601,0,509.736328125,0.00665503057241496,NaN
1,0.124087591240876,0,511.7431640625,0.0413752232524325,NaN
1,0.124574209245742,0,513.75,0.0497897404156362,NaN
1,0.125060827250608,0,515.7568359375,0.0100320850646574,NaN
1,0.125547445255474,0,517.763671875,0.0333767373542969,NaN
1,0.126034063260341,0,519.7705078125,0.0234040980410808,NaN
1,0.126520681265207,0,521.77734375,0.0245745193862785,NaN
1,0.127007299270073,0,523.7841796875,0.0170481852406324,NaN
1,0.127493917274939,0,525.791015625,0.0112586122461421,NaN
1,0.127980535279805,0,527.7978515625,0.0282197349214873,NaN
1,0.128467153284672,0,529.8046875,0.0481820306994245,NaN
1,0.128953771289538,0,531.8115234375,0.0262214204091099,NaN
1,0.129440389294404,0,533.818359375,0.0244673015951579,NaN
1,0.12992700729927,0,535.8251953125,0.0417887054869699,NaN
1,0.130413625304136,0,537.83203125,0.032744809994847,NaN
1,0.130900243309002,0,539.8388671875,0.0415572901209523,NaN
1,0.131386861313869,0,541.845703125,0.0494343149689744,NaN
1,0.131873479318735,0,543.8525390625,0.0329550689071597,NaN
1,0.132360097323601,0,545.859375,0.0258155011581681,NaN
1,0.132846715328467,0,547.8662109375,0.0249420232562195,NaN
1,0.133333333333333,0,549.873046875,0.0518900059463588,NaN
1,0.1338199513382,0,551.8798828125,0.055161259326023,NaN
1,0.134306569343066,0,553.88671875,0.0181855275853141,NaN
1,0.134793187347932,0,555.8935546875,0.0251469688245611,NaN
1,0.135279805352798,0,557.900390625,0.0394821014059146,NaN
1,0.135766423357664,0,559.9072265625,0.0383393494244432,NaN
1,0.13625304136253,0,561.9140625,0.031227172930325,NaN
1,0.136739659367397,0,563.9208984375,0.0293473207086113,NaN
1,0.137226277372263,0,565.927734375,0.0249950296031179,NaN
1,0.137712895377129,0,567.9345703125,0.0130489143755871,NaN
1,0.138199513381995,0,569.94140625,0.0163228077107289,NaN
1,0.138686131386861,0,571.9482421875,0.0176314093624812,NaN
1,0.139172749391727,0,573.955078125,0.0460494441090908,NaN
1,0.139659367396594,0,575.9619140625,0.0820362763851607,NaN
1,0.14014598540146,0,577.96875,0.0192639310147855,NaN
1,0.140632603406326,0,579.9755859375,0.0392576882280068,NaN
1,0.141119221411192,0,581.982421875,0.0524227841274749,NaN
1,0.141605839416058,0,583.9892578125,0.0960355655733412,NaN
1,0.142092457420925,0,585.99609375,0.0699961293594281,NaN
1,0.142579075425791,0,588.0029296875,0.0254494741831924,NaN
1,0.143065693430657,0,590.009765625,0.0335892693937207,NaN
1,0.143552311435523,0,592.0166015625,0.0327155513266188,NaN
1,0.144038929440389,0,594.0234375,0.0214157425023457,NaN
1,0.144525547445255,0,596.0302734375,0.0310939533710719,NaN
1,0.145012165450122,0,598.037109375,0.0400824376301099,NaN
1,0.145498783454988,0,600.0439453125,0.0154336329209102,NaN
1,0.145985401459854,0,602.05078125,0.0443516683827646,NaN
1,0.14647201946472,0,604.0576171875,0.0582266856619246,NaN
1,0.146958637469586,0,606.064453125,0.0446387699236563,NaN
1,0.147445255474453,0,608.0712890625,0.0555045832928476,NaN
1,0.147931873479319,0,610.078125,0.0431802733613069,NaN
1,0.148418491484185,0,612.0849609375,0.00367671198581783,NaN
1,0.148905109489051,0,614.091796875,0.0363878285917866,NaN
1,0.149391727493917,0,616.0986328125,0.0130339897020678,NaN
1,0.149878345498783,0,618.10546875,0.0514938367809676,NaN
1,0.15036496350365,0,620.1123046875,0.0377549007985702,NaN
1,0.150851581508516,0,622.119140625,0.0200995378166174,NaN
1,0.151338199513382,0,624.1259765625,0.0333851236821745,NaN
1,0.151824817518248,0,626.1328125,0.0711819818055591,NaN
1,0.152311435523114,0,628.1396484375,0.0789491007931467,NaN
1,0.152798053527981,0,630.146484375,0.0638294245075125,NaN
1,0.153284671532847,0,632.1533203125,0.0307205177997695,NaN
1,0.153771289537713,0,634.16015625,0.0304813916121328,NaN
1,0.154257907542579,0,636.1669921875,0.0507537991792656,NaN
1,0.154744525547445,0,638.173828125,0.0174297229063962,NaN
1,0.155231143552311,0,640.1806640625,0.0117798467573641,NaN
1,0.155717761557178,0,642.1875,0.0423297087371912,NaN
1,0.156204379562044,0,644.1943359375,0.0455624488974611,NaN
1,0.15669099756691,0,646.201171875,0.0301260420830175,NaN
1,0.157177615571776,0,648.2080078125,0.0306494280798513,NaN
1,0.157664233576642,0,650.21484375,0.0539339678043407,NaN
1,0.158150851581509,0,652.2216796875,0.0419921172036553,NaN
1,0.158637469586375,0,654.228515625,0.0394790785290442,NaN
1,0.159124087591241,0,656.2353515625,0.0120471046051056,NaN
1,0.159610705596107,0,658.2421875,0.030411528131641,NaN
1,0.160097323600973,0,660.2490234375,0.0384117402697653,NaN
1,0.160583941605839,0,662.255859375,0.0837840021004887,NaN
1,0.161070559610706,0,664.2626953125,0.0567275429372216,NaN
1,0.161557177615572,0,666.26953125,0.0107140995329245,NaN
1,0.162043795620438,0,668.2763671875,0.061497936676994,NaN
1,0.162530413625304,0,670.283203125,0.0652554304672782,NaN
1,0.16301703163017,0,672.2900390625,0.0277828468750743,NaN
1,0.163503649635036,0,674.296875,0.037248996822119,NaN
1,0.163990267639903,0,676.3037109375,0.0321878128810805,NaN
1,0.164476885644769,0,678.310546875,0.0404567559101226,NaN
1,0.164963503649635,0,680.3173828125,0.0662809117979366,NaN
1,0.165450121654501,0,682.32421875,0.0318493142967506,NaN
1,0.165936739659367,0,684.3310546875,0.0498263049287183,NaN
1,0.166423357664234,0,686.337890625,0.0555882841183266,NaN
1,0.1669099756691,0,688.3447265625,0.0515321669613124,NaN
1,0.167396593673966,0,690.3515625,0.0411899691460675,NaN
1,0.167883211678832,0,692.3583984375,0.0320883120789918,NaN
1,0.168369829683698,0,694.365234375,0.0342291595701563,NaN
1,0.168856447688564,0,696.3720703125,0.0353025445098663,NaN
1,0.169343065693431,0,698.37890625,0.0311099812996136,NaN
1,0.169829683698297,0,700.3857421875,0.0286287328191219,NaN
1,0.170316301703163,0,702.392578125,0.0150410818493459,NaN
1,0.170802919708029,0,704.3994140625,0.0383957134689983,NaN
1,0.171289537712895,0,706.40625,0.0304473647356236,NaN
1,0.171776155717762,0,708.4130859375,0.00672040695731366,NaN
1,0.172262773722628,0,710.419921875,0.0264552150772941,NaN
1,0.172749391727494,0,712.4267578125,0.0612248141726157,NaN
1,0.17323600973236,0,714.43359375,0.0693187419388609,NaN
1,0.173722627737226,0,716.4404296875,0.035480503999102,NaN
1,0.174209245742092,0,718.447265625,0.0344639118412554,NaN
1,0.174695863746959,0,720.4541015625,0.0310902299148795,NaN
1,0.175182481751825,0,722.4609375,0.044718650609539,NaN
1,0.175669099756691,0,724.4677734375,0.0272888911540771,NaN
1,0.176155717761557,0,726.474609375,0.0166844730632792,NaN
1,0.176642335766423,0,728.4814453125,0.0136740712168856,NaN
1,0.17712895377129,0,730.48828125,0.0292271897066291,NaN
1,0.177615571776156,0,732.4951171875,0.0433664450016097,NaN
1,0.178102189781022,0,734.501953125,0.0410444323991358,NaN
1,0.178588807785888,0,736.5087890625,0.0307218280569538,NaN
1,0.179075425790754,0,738.515625,0.112228851279618,NaN
1,0.17956204379562,0,740.5224609375,0.112120258856378,NaN
1,0.180048661800487,0,742.529296875,0.0268833383530844,NaN
1,0.180535279805353,0,744.5361328125,0.0172237893161608,NaN
1,0.181021897810219,0,746.54296875,0.0310450650571467,NaN
1,0.181508515815085,0,748.5498046875,0.0323981811594643,NaN
1,0.181995133819951,0,750.556640625,0.0511201912327036,NaN
1,0.182481751824818,0,752.5634765625,0.0407355262559345,NaN
1,0.182968369829684,0,754.5703125,0.0386559299247386,NaN
1,0.18345498783455,0,756.5771484375,0.0565106184987847,NaN
1,0.183941605839416,0,758.583984375,0.0235825692753834,NaN
1,0.184428223844282,0,760.5908203125,0.0169005694137134,NaN
1,0.184914841849148,0,762.59765625,0.0490626937215317,NaN
1,0.185401459854015,0,764.6044921875,0.080438624146595,NaN
1,0.185888077858881,0,766.611328125,0.0717138909827483,NaN
1,0.186374695863747,0,768.6181640625,0.0274272038051041,NaN
1,0.186861313868613,0,770.625,0.0117666005226155,NaN
1,0.187347931873479,0,772.6318359375,0.0510472247791618,NaN
1,0.187834549878345,0,774.638671875,0.0528797844513368,NaN
1,0.188321167883212,0,776.6455078125,0.0264965245456214,NaN
1,0.188807785888078,0,778.65234375,0.0269567954039255,NaN
1,0.189294403892944,0,780.6591796875,0.0512717495529526,NaN
1,0.18978102189781,0,782.666015625,0.0203150873711921,NaN
1,0.190267639902676,0,784.6728515625,0.0185378546196971,NaN
1,0.190754257907543,0,786.6796875,0.0407216900009004,NaN
1,0.191240875912409,0,788.6865234375,0.0421268992954994,NaN
1,0.191727493917275,0,790.693359375,0.0332945348728926,NaN
1,0.192214111922141,0,792.7001953125,0.0342835387349088,NaN
1,0.192700729927007,0,794.70703125,0.0453293671039275,NaN
1,0.193187347931873,0,796.7138671875,0.0669009701181168,NaN
1,0.19367396593674,0,798.720703125,0.0640465596920375,NaN
1,0.194160583941606,0,800.7275390625,0.0367151436378803,NaN
1,0.194647201946472,0,802.734375,0.0336166781287381,NaN
1,0.195133819951338,0,804.7412109375,0.0653778831652274,NaN
1,0.195620437956204,0,806.748046875,0.0376929844851596,NaN
1,0.196107055961071,0,808.7548828125,0.0233667657891617,NaN
1,0.196593673965937,0,810.76171875,0.0696347207877771,NaN
1,0.197080291970803,0,812.7685546875,0.0597986459041542,NaN
1,0.197566909975669,0,814.775390625,0.00727354266741547,NaN
1,0.198053527980535,0,816.7822265625,0.0451880375381655,NaN
1,0.198540145985401,0,818.7890625,0.0879128959814418,NaN
1,0.199026763990268,0,820.7958984375,0.0515177963169049,NaN
1,0.199513381995134,0,822.802734375,0.0561007816034688,NaN
1,0.2,0,824.8095703125,0.0639241395954244,NaN
1,0.200486618004866,0,826.81640625,0.0332413465558206,NaN
1,0.200973236009732,0,828.8232421875,0.0250937494516905,NaN
1,0.201459854014599,0,830.830078125,0.059591778995542,NaN
1,0.201946472019465,0,832.8369140625,0.0248745563776327,NaN
1,0.202433090024331,0,834.84375,0.0296889951235123,NaN
1,0.202919708029197,0,836.8505859375,0.0732439315993855,NaN
1,0.203406326034063,0,838.857421875,0.0676530689832669,NaN
1,0.203892944038929,0,840.8642578125,0.0321427370246956,NaN
1,0.204379562043796,0,842.87109375,0.0376035845921756,NaN
1,0.204866180048662,0,844.8779296875,0.0358992145531695,NaN
1,0.205352798053528,0,846.884765625,0.0549099153276314,NaN
1,0.205839416058394,0,848.8916015625,0.0619502824266285,NaN
1,0.20632603406326,0,850.8984375,0.0458366936228167,NaN
1,0.206812652068127,0,852.9052734375,0.0242883457649983,NaN
1,0.207299270072993,0,854.912109375,0.0457935064154593,NaN
1,0.207785888077859,0,856.9189453125,0.0978731331249859,NaN
1,0.208272506082725,0,858.92578125,0.0772565092711284,NaN
1,0.208759124087591,0,860.9326171875,0.0198119829750433,NaN
1,0.209245742092457,0,862.939453125,0.0246644492813779,NaN
1,0.209732360097324,0,864.9462890625,0.0219156162413247,NaN
1,0.21021897810219,0,866.953125,0.00937271051198873,NaN
1,0.210705596107056,0,868.9599609375,0.0397185160721472,NaN
1,0.211192214111922,0,870.966796875,0.0534154953856056,NaN
1,0.211678832116788,0,872.9736328125,0.0449419357513905,NaN
1,0.212165450121654,0,874.98046875,0.0552440380916598,NaN
1,0.212652068126521,0,876.9873046875,0.0541174467290663,NaN
1,0.213138686131387,0,878.994140625,0.00821414398986591,NaN
