in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.00E+00,1.000E+01,-4.205E+01,-1.274E+02,5.000E+00
2.00E+00,1.023E+01,-4.183E+01,-1.267E+02,5.000E+00
3.00E+00,1.047E+01,-4.185E+01,-1.273E+02,5.000E+00
4.00E+00,1.072E+01,-4.177E+01,-1.272E+02,5.000E+00
5.00E+00,1.096E+01,-4.149E+01,-1.281E+02,5.000E+00
6.00E+00,1.122E+01,-4.118E+01,-1.268E+02,5.000E+00
7.00E+00,1.148E+01,-4.104E+01,-1.269E+02,5.000E+00
8.00E+00,1.175E+01,-4.122E+01,-1.288E+02,5.000E+00
9.00E+00,1.202E+01,-4.115E+01,-1.289E+02,5.000E+00
1.00E+01,1.230E+01,-4.080E+01,-1.290E+02,5.000E+00
1.10E+01,1.259E+01,-4.101E+01,-1.307E+02,5.000E+00
1.20E+01,1.288E+01,-4.056E+01,-1.309E+02,5.000E+00
1.30E+01,1.318E+01,-4.065E+01,-1.318E+02,5.000E+00
1.40E+01,1.349E+01,-4.016E+01,-1.321E+02,5.000E+00
1.50E+01,1.380E+01,-4.033E+01,-1.306E+02,5.000E+00
1.60E+01,1.413E+01,-4.009E+01,-1.322E+02,5.000E+00
1.70E+01,1.445E+01,-4.009E+01,-1.336E+02,5.000E+00
1.80E+01,1.479E+01,-3.993E+01,-1.350E+02,5.000E+00
1.90E+01,1.514E+01,-3.972E+01,-1.352E+02,5.000E+00
2.00E+01,1.549E+01,-3.948E+01,-1.347E+02,5.000E+00
2.10E+01,1.585E+01,-3.928E+01,-1.359E+02,5.000E+00
2.20E+01,1.622E+01,-3.944E+01,-1.370E+02,5.000E+00
2.30E+01,1.660E+01,-3.911E+01,-1.355E+02,5.000E+00
2.40E+01,1.698E+01,-3.916E+01,-1.376E+02,5.000E+00
2.50E+01,1.738E+01,-3.897E+01,-1.393E+02,5.000E+00
2.60E+01,1.778E+01,-3.888E+01,-1.383E+02,5.000E+00
2.70E+01,1.820E+01,-3.882E+01,-1.385E+02,5.000E+00
2.80E+01,1.862E+01,-3.881E+01,-1.401E+02,5.000E+00
2.90E+01,1.905E+01,-3.856E+01,-1.407E+02,5.000E+00
3.00E+01,1.950E+01,-3.856E+01,-1.412E+02,5.000E+00
3.10E+01,1.995E+01,-3.846E+01,-1.431E+02,5.000E+00
3.20E+01,2.042E+01,-3.840E+01,-1.424E+02,5.000E+00
3.30E+01,2.089E+01,-3.820E+01,-1.436E+02,5.000E+00
3.40E+01,2.138E+01,-3.821E+01,-1.450E+02,5.000E+00
3.50E+01,2.188E+01,-3.825E+01,-1.454E+02,5.000E+00
3.60E+01,2.239E+01,-3.813E+01,-1.442E+02,5.000E+00
3.70E+01,2.291E+01,-3.813E+01,-1.456E+02,5.000E+00
3.80E+01,2.344E+01,-3.792E+01,-1.462E+02,5.000E+00
3.90E+01,2.399E+01,-3.787E+01,-1.465E+02,5.000E+00
4.00E+01,2.455E+01,-3.773E+01,-1.476E+02,5.000E+00
4.10E+01,2.512E+01,-3.780E+01,-1.494E+02,5.000E+00
4.20E+01,2.570E+01,-3.756E+01,-1.487E+02,5.000E+00
4.30E+01,2.630E+01,-3.752E+01,-1.484E+02,5.000E+00
4.40E+01,2.692E+01,-3.743E+01,-1.503E+02,5.000E+00
4.50E+01,2.754E+01,-3.761E+01,-1.497E+02,5.000E+00
4.60E+01,2.818E+01,-3.750E+01,-1.502E+02,5.000E+00
4.70E+01,2.884E+01,-3.766E+01,-1.506E+02,5.000E+00
4.80E+01,2.951E+01,-3.739E+01,-1.514E+02,5.000E+00
4.90E+01,3.020E+01,-3.729E+01,-1.516E+02,5.000E+00
5.00E+01,3.090E+01,-3.735E+01,-1.529E+02,5.000E+00
5.10E+01,3.162E+01,-3.720E+01,-1.526E+02,5.000E+00
5.20E+01,3.236E+01,-3.712E+01,-1.530E+02,5.000E+00
5.30E+01,3.311E+01,-3.716E+01,-1.538E+02,5.000E+00
5.40E+01,3.388E+01,-3.713E+01,-1.544E+02,5.000E+00
5.50E+01,3.467E+01,-3.710E+01,-1.551E+02,5.000E+00
5.60E+01,3.548E+01,-3.697E+01,-1.564E+02,5.000E+00
5.70E+01,3.631E+01,-3.696E+01,-1.560E+02,5.000E+00
5.80E+01,3.715E+01,-3.689E+01,-1.566E+02,5.000E+00
5.90E+01,3.802E+01,-3.709E+01,-1.564E+02,5.000E+00
6.00E+01,3.890E+01,-3.692E+01,-1.573E+02,5.000E+00
6.10E+01,3.981E+01,-3.682E+01,-1.591E+02,5.000E+00
6.20E+01,4.074E+01,-3.691E+01,-1.582E+02,5.000E+00
6.30E+01,4.169E+01,-3.670E+01,-1.588E+02,5.000E+00
6.40E+01,4.266E+01,-3.685E+01,-1.583E+02,5.000E+00
6.50E+01,4.365E+01,-3.667E+01,-1.595E+02,5.000E+00
6.60E+01,4.467E+01,-3.664E+01,-1.602E+02,5.000E+00
6.70E+01,4.571E+01,-3.683E+01,-1.605E+02,5.000E+00
6.80E+01,4.677E+01,-3.671E+01,-1.599E+02,5.000E+00
6.90E+01,4.786E+01,-3.662E+01,-1.607E+02,5.000E+00
7.00E+01,4.898E+01,-3.663E+01,-1.612E+02,5.000E+00
7.10E+01,5.012E+01,-3.663E+01,-1.628E+02,5.000E+00
7.20E+01,5.129E+01,-3.654E+01,-1.615E+02,5.000E+00
7.30E+01,5.248E+01,-3.655E+01,-1.634E+02,5.000E+00
7.40E+01,5.370E+01,-3.665E+01,-1.631E+02,5.000E+00
7.50E+01,5.495E+01,-3.660E+01,-1.628E+02,5.000E+00
7.60E+01,5.623E+01,-3.633E+01,-1.640E+02,5.000E+00
7.70E+01,5.754E+01,-3.645E+01,-1.643E+02,5.000E+00
7.80E+01,5.888E+01,-3.629E+01,-1.633E+02,5.000E+00
7.90E+01,6.026E+01,-3.646E+01,-1.655E+02,5.000E+00
8.00E+01,6.166E+01,-3.637E+01,-1.648E+02,5.000E+00
8.10E+01,6.310E+01,-3.628E+01,-1.658E+02,5.000E+00
8.20E+01,6.457E+01,-3.632E+01,-1.657E+02,5.000E+00
8.30E+01,6.607E+01,-3.649E+01,-1.662E+02,5.000E+00
8.40E+01,6.761E+01,-3.638E+01,-1.659E+02,5.000E+00
8.50E+01,6.918E+01,-3.644E+01,-1.669E+02,5.000E+00
8.60E+01,7.079E+01,-3.639E+01,-1.664E+02,5.000E+00
8.70E+01,7.244E+01,-3.651E+01,-1.669E+02,5.000E+00
8.80E+01,7.413E+01,-3.629E+01,-1.675E+02,5.000E+00
8.90E+01,7.586E+01,-3.638E+01,-1.680E+02,5.000E+00
9.00E+01,7.762E+01,-3.639E+01,-1.679E+02,5.000E+00
9.10E+01,7.943E+01,-3.627E+01,-1.677E+02,5.000E+00
9.20E+01,8.128E+01,-3.641E+01,-1.687E+02,5.000E+00
9.30E+01,8.318E+01,-3.622E+01,-1.690E+02,5.000E+00
9.40E+01,8.511E+01,-3.624E+01,-1.689E+02,5.000E+00
9.50E+01,8.710E+01,-3.630E+01,-1.690E+02,5.000E+00
9.60E+01,8.913E+01,-3.624E+01,-1.698E+02,5.000E+00
9.70E+01,9.120E+01,-3.623E+01,-1.701E+02,5.000E+00
9.80E+01,9.333E+01,-3.628E+01,-1.707E+02,5.000E+00
9.90E+01,9.550E+01,-3.614E+01,-1.710E+02,5.000E+00
1.00E+02,9.772E+01,-3.623E+01,-1.699E+02,5.000E+00
1.01E+02,1.000E+02,-3.628E+01,-1.703E+02,5.000E+00
1.02E+02,1.023E+02,-3.626E+01,-1.704E+02,5.000E+00
1.03E+02,1.047E+02,-3.621E+01,-1.710E+02,5.000E+00
1.04E+02,1.072E+02,-3.623E+01,-1.712E+02,5.000E+00
1.05E+02,1.096E+02,-3.623E+01,-1.714E+02,5.000E+00
1.06E+02,1.122E+02,-3.626E+01,-1.711E+02,5.000E+00
1.07E+02,1.148E+02,-3.611E+01,-1.715E+02,5.000E+00
1.08E+02,1.175E+02,-3.623E+01,-1.719E+02,5.000E+00
1.09E+02,1.202E+02,-3.626E+01,-1.718E+02,5.000E+00
