in s,C1 in V
-7.1159240E-03,-1.760635E+00
-7.1157400E-03,-1.759567E+00
-7.1155560E-03,-1.755295E+00
-7.1153720E-03,-1.753922E+00
-7.1151880E-03,-1.751175E+00
-7.1150040E-03,-1.748581E+00
-7.1148200E-03,-1.747971E+00
-7.1146360E-03,-1.744461E+00
-7.1144520E-03,-1.744308E+00
-7.1142680E-03,-1.742630E+00
-7.1140840E-03,-1.739578E+00
-7.1139000E-03,-1.738815E+00
-7.1137160E-03,-1.733322E+00
-7.1135320E-03,-1.732712E+00
-7.1133480E-03,-1.731033E+00
-7.1131640E-03,-1.726303E+00
-7.1129800E-03,-1.723557E+00
-7.1127960E-03,-1.725693E+00
-7.1126120E-03,-1.722488E+00
-7.1124280E-03,-1.721725E+00
-7.1122440E-03,-1.716995E+00
-7.1120600E-03,-1.715317E+00
-7.1118760E-03,-1.713791E+00
-7.1116920E-03,-1.711655E+00
-7.1115080E-03,-1.710587E+00
-7.1113240E-03,-1.708908E+00
-7.1111400E-03,-1.706161E+00
-7.1109560E-03,-1.704941E+00
-7.1107720E-03,-1.701889E+00
-7.1105880E-03,-1.699142E+00
-7.1104040E-03,-1.697617E+00
-7.1102200E-03,-1.693192E+00
-7.1100360E-03,-1.693954E+00
-7.1098520E-03,-1.690598E+00
-7.1096680E-03,-1.690445E+00
-7.1094840E-03,-1.685867E+00
-7.1093000E-03,-1.681290E+00
-7.1091160E-03,-1.679916E+00
-7.1089320E-03,-1.681900E+00
-7.1087480E-03,-1.679306E+00
-7.1085640E-03,-1.675034E+00
-7.1083800E-03,-1.674576E+00
-7.1081960E-03,-1.671066E+00
-7.1080120E-03,-1.665573E+00
-7.1078280E-03,-1.665573E+00
-7.1076440E-03,-1.663284E+00
-7.1074600E-03,-1.660538E+00
-7.1072760E-03,-1.657791E+00
-7.1070920E-03,-1.655350E+00
-7.1069080E-03,-1.655350E+00
-7.1067240E-03,-1.651688E+00
-7.1065400E-03,-1.649704E+00
-7.1063560E-03,-1.645279E+00
-7.1061720E-03,-1.645737E+00
-7.1059880E-03,-1.642990E+00
-7.1058040E-03,-1.640244E+00
-7.1056200E-03,-1.637192E+00
-7.1054360E-03,-1.636276E+00
-7.1052520E-03,-1.635208E+00
-7.1050680E-03,-1.634903E+00
-7.1048840E-03,-1.630630E+00
-7.1047000E-03,-1.627121E+00
-7.1045160E-03,-1.625137E+00
-7.1043320E-03,-1.624222E+00
-7.1041480E-03,-1.621475E+00
-7.1039640E-03,-1.619797E+00
-7.1037800E-03,-1.615982E+00
-7.1035960E-03,-1.614914E+00
-7.1034120E-03,-1.614151E+00
-7.1032280E-03,-1.611557E+00
-7.1030440E-03,-1.610336E+00
-7.1028600E-03,-1.606216E+00
-7.1026760E-03,-1.604538E+00
-7.1024920E-03,-1.601944E+00
-7.1023080E-03,-1.599655E+00
-7.1021240E-03,-1.598587E+00
-7.1019400E-03,-1.595993E+00
-7.1017560E-03,-1.591110E+00
-7.1015720E-03,-1.590500E+00
-7.1013880E-03,-1.589584E+00
-7.1012040E-03,-1.584702E+00
-7.1010200E-03,-1.585312E+00
-7.1008360E-03,-1.581650E+00
-7.1006520E-03,-1.579971E+00
-7.1004680E-03,-1.575699E+00
-7.1002840E-03,-1.578140E+00
-7.1001000E-03,-1.573257E+00
-7.0999160E-03,-1.569901E+00
-7.0997320E-03,-1.567917E+00
-7.0995480E-03,-1.565018E+00
-7.0993640E-03,-1.563339E+00
-7.0991800E-03,-1.561203E+00
-7.0989960E-03,-1.559677E+00
-7.0988120E-03,-1.557388E+00
-7.0986280E-03,-1.552658E+00
-7.0984440E-03,-1.550827E+00
-7.0982600E-03,-1.548691E+00
-7.0980760E-03,-1.547928E+00
-7.0978920E-03,-1.546097E+00
-7.0977080E-03,-1.543350E+00
-7.0975240E-03,-1.540909E+00
-7.0973400E-03,-1.539993E+00
-7.0971560E-03,-1.537247E+00
-7.0969720E-03,-1.534042E+00
-7.0967880E-03,-1.532669E+00
-7.0966040E-03,-1.531448E+00
-7.0964200E-03,-1.524582E+00
-7.0962360E-03,-1.523209E+00
-7.0960520E-03,-1.520309E+00
-7.0958680E-03,-1.520767E+00
-7.0956840E-03,-1.517715E+00
-7.0955000E-03,-1.512527E+00
-7.0953160E-03,-1.513901E+00
-7.0951320E-03,-1.509628E+00
-7.0949480E-03,-1.507950E+00
-7.0947640E-03,-1.504593E+00
-7.0945800E-03,-1.501999E+00
-7.0943960E-03,-1.503525E+00
-7.0942120E-03,-1.501389E+00
-7.0940280E-03,-1.498184E+00
-7.0938440E-03,-1.495285E+00
-7.0936600E-03,-1.492691E+00
-7.0934760E-03,-1.491623E+00
-7.0932920E-03,-1.486588E+00
-7.0931080E-03,-1.486130E+00
-7.0929240E-03,-1.483383E+00
-7.0927400E-03,-1.483078E+00
-7.0925560E-03,-1.477127E+00
-7.0923720E-03,-1.478348E+00
-7.0921880E-03,-1.475143E+00
-7.0920040E-03,-1.472244E+00
-7.0918200E-03,-1.471481E+00
-7.0916360E-03,-1.469345E+00
-7.0914520E-03,-1.465988E+00
-7.0912680E-03,-1.464615E+00
-7.0910840E-03,-1.460342E+00
-7.0909000E-03,-1.459274E+00
-7.0907160E-03,-1.456528E+00
-7.0905320E-03,-1.452713E+00
-7.0903480E-03,-1.451187E+00
-7.0901640E-03,-1.449966E+00
-7.0899800E-03,-1.445236E+00
-7.0897960E-03,-1.445236E+00
-7.0896120E-03,-1.442947E+00
-7.0894280E-03,-1.442032E+00
-7.0892440E-03,-1.439438E+00
-7.0890600E-03,-1.434708E+00
-7.0888760E-03,-1.432877E+00
-7.0886920E-03,-1.430435E+00
-7.0885080E-03,-1.427078E+00
-7.0883240E-03,-1.424484E+00
-7.0881400E-03,-1.424637E+00
-7.0879560E-03,-1.422195E+00
-7.0877720E-03,-1.419296E+00
-7.0875880E-03,-1.416550E+00
-7.0874040E-03,-1.415329E+00
-7.0872200E-03,-1.412430E+00
-7.0870360E-03,-1.410141E+00
-7.0868520E-03,-1.407852E+00
-7.0866680E-03,-1.405258E+00
-7.0864840E-03,-1.403122E+00
-7.0863000E-03,-1.402054E+00
-7.0861160E-03,-1.399765E+00
-7.0859320E-03,-1.395493E+00
-7.0857480E-03,-1.393356E+00
-7.0855640E-03,-1.392593E+00
-7.0853800E-03,-1.390762E+00
-7.0851960E-03,-1.385422E+00
-7.0850120E-03,-1.385269E+00
-7.0848280E-03,-1.382828E+00
-7.0846440E-03,-1.379166E+00
-7.0844600E-03,-1.376266E+00
-7.0842760E-03,-1.374283E+00
-7.0840920E-03,-1.371841E+00
-7.0839080E-03,-1.370010E+00
-7.0837240E-03,-1.367416E+00
-7.0835400E-03,-1.365128E+00
-7.0833560E-03,-1.362839E+00
-7.0831720E-03,-1.357498E+00
-7.0829880E-03,-1.358261E+00
-7.0828040E-03,-1.352310E+00
-7.0826200E-03,-1.352158E+00
-7.0824360E-03,-1.348648E+00
-7.0822520E-03,-1.347427E+00
-7.0820680E-03,-1.345749E+00
-7.0818840E-03,-1.344070E+00
-7.0817000E-03,-1.341324E+00
-7.0815160E-03,-1.338882E+00
-7.0813320E-03,-1.335526E+00
-7.0811480E-03,-1.333237E+00
-7.0809640E-03,-1.328964E+00
-7.0807800E-03,-1.326828E+00
-7.0805960E-03,-1.325760E+00
-7.0804120E-03,-1.323776E+00
-7.0802280E-03,-1.320572E+00
-7.0800440E-03,-1.319199E+00
-7.0798600E-03,-1.315842E+00
-7.0796760E-03,-1.314011E+00
-7.0794920E-03,-1.308212E+00
-7.0793080E-03,-1.305161E+00
-7.0791240E-03,-1.308365E+00
-7.0789400E-03,-1.303482E+00
-7.0787560E-03,-1.300430E+00
-7.0785720E-03,-1.298752E+00
-7.0783880E-03,-1.295395E+00
-7.0782040E-03,-1.290817E+00
-7.0780200E-03,-1.290207E+00
-7.0778360E-03,-1.285782E+00
-7.0776520E-03,-1.283188E+00
-7.0774680E-03,-1.283951E+00
-7.0772840E-03,-1.279373E+00
-7.0771000E-03,-1.277542E+00
-7.0769160E-03,-1.275406E+00
-7.0767320E-03,-1.270523E+00
-7.0765480E-03,-1.271591E+00
-7.0763640E-03,-1.268082E+00
-7.0761800E-03,-1.268234E+00
-7.0759960E-03,-1.264420E+00
-7.0758120E-03,-1.262131E+00
-7.0756280E-03,-1.258926E+00
-7.0754440E-03,-1.257858E+00
-7.0752600E-03,-1.253738E+00
-7.0750760E-03,-1.250534E+00
-7.0748920E-03,-1.250076E+00
-7.0747080E-03,-1.248703E+00
-7.0745240E-03,-1.243362E+00
-7.0743400E-03,-1.240616E+00
-7.0741560E-03,-1.239090E+00
-7.0739720E-03,-1.238480E+00
-7.0737880E-03,-1.232834E+00
-7.0736040E-03,-1.230392E+00
-7.0734200E-03,-1.230087E+00
-7.0732360E-03,-1.226730E+00
-7.0730520E-03,-1.226883E+00
-7.0728680E-03,-1.222916E+00
-7.0726840E-03,-1.220169E+00
-7.0725000E-03,-1.217880E+00
-7.0723160E-03,-1.213150E+00
-7.0721320E-03,-1.209793E+00
-7.0719480E-03,-1.210709E+00
-7.0717640E-03,-1.205521E+00
-7.0715800E-03,-1.203995E+00
-7.0713960E-03,-1.201248E+00
-7.0712120E-03,-1.198349E+00
-7.0710280E-03,-1.196976E+00
-7.0708440E-03,-1.189804E+00
-7.0706600E-03,-1.187515E+00
-7.0704760E-03,-1.187363E+00
-7.0702920E-03,-1.184311E+00
-7.0701080E-03,-1.182480E+00
-7.0699240E-03,-1.178665E+00
-7.0697400E-03,-1.176987E+00
-7.0695560E-03,-1.173019E+00
-7.0693720E-03,-1.170273E+00
-7.0691880E-03,-1.167679E+00
-7.0690040E-03,-1.168747E+00
-7.0688200E-03,-1.164780E+00
-7.0686360E-03,-1.161270E+00
-7.0684520E-03,-1.159439E+00
-7.0682680E-03,-1.158676E+00
-7.0680840E-03,-1.151810E+00
-7.0679000E-03,-1.151199E+00
-7.0677160E-03,-1.147537E+00
-7.0675320E-03,-1.145401E+00
-7.0673480E-03,-1.144943E+00
-7.0671640E-03,-1.140823E+00
-7.0669800E-03,-1.138840E+00
-7.0667960E-03,-1.136246E+00
-7.0666120E-03,-1.134872E+00
-7.0664280E-03,-1.130753E+00
-7.0662440E-03,-1.128769E+00
-7.0660600E-03,-1.126328E+00
-7.0658760E-03,-1.123734E+00
-7.0656920E-03,-1.121597E+00
-7.0655080E-03,-1.117477E+00
-7.0653240E-03,-1.116257E+00
-7.0651400E-03,-1.110764E+00
-7.0649560E-03,-1.110153E+00
-7.0647720E-03,-1.105728E+00
-7.0645880E-03,-1.103134E+00
-7.0644040E-03,-1.101303E+00
-7.0642200E-03,-1.101913E+00
-7.0640360E-03,-1.097336E+00
-7.0638520E-03,-1.093521E+00
-7.0636680E-03,-1.093369E+00
-7.0634840E-03,-1.088943E+00
-7.0633000E-03,-1.086960E+00
-7.0631160E-03,-1.082077E+00
-7.0629320E-03,-1.084213E+00
-7.0627480E-03,-1.080246E+00
-7.0625640E-03,-1.075668E+00
-7.0623800E-03,-1.075821E+00
-7.0621960E-03,-1.071091E+00
-7.0620120E-03,-1.068192E+00
-7.0618280E-03,-1.066513E+00
-7.0616440E-03,-1.064377E+00
-7.0614600E-03,-1.063309E+00
-7.0612760E-03,-1.059952E+00
-7.0610920E-03,-1.057205E+00
-7.0609080E-03,-1.051865E+00
-7.0607240E-03,-1.051712E+00
-7.0605400E-03,-1.048203E+00
-7.0603560E-03,-1.042862E+00
-7.0601720E-03,-1.042862E+00
-7.0599880E-03,-1.039963E+00
-7.0598040E-03,-1.037064E+00
-7.0596200E-03,-1.032333E+00
-7.0594360E-03,-1.029129E+00
-7.0592520E-03,-1.028671E+00
-7.0590680E-03,-1.026077E+00
-7.0588840E-03,-1.023178E+00
-7.0587000E-03,-1.020889E+00
-7.0585160E-03,-1.018906E+00
-7.0583320E-03,-1.014633E+00
-7.0581480E-03,-1.012650E+00
-7.0579640E-03,-1.010513E+00
-7.0577800E-03,-1.008530E+00
-7.0575960E-03,-1.004257E+00
-7.0574120E-03,-1.002579E+00
-7.0572280E-03,-1.000290E+00
-7.0570440E-03,-9.987640E-01
-7.0568600E-03,-9.958649E-01
-7.0566760E-03,-9.926605E-01
-7.0564920E-03,-9.899139E-01
-7.0563080E-03,-9.874725E-01
-7.0561240E-03,-9.851837E-01
-7.0559400E-03,-9.793854E-01
-7.0557560E-03,-9.813690E-01
-7.0555720E-03,-9.766388E-01
-7.0553880E-03,-9.743500E-01
-7.0552040E-03,-9.735870E-01
-7.0550200E-03,-9.712982E-01
-7.0548360E-03,-9.682465E-01
-7.0546520E-03,-9.635162E-01
-7.0544680E-03,-9.597015E-01
-7.0542840E-03,-9.581757E-01
-7.0541000E-03,-9.551239E-01
-7.0539160E-03,-9.516144E-01
-7.0537320E-03,-9.487152E-01
-7.0535480E-03,-9.482574E-01
-7.0533640E-03,-9.458160E-01
-7.0531800E-03,-9.418488E-01
-7.0529960E-03,-9.386444E-01
-7.0528120E-03,-9.374237E-01
-7.0526280E-03,-9.339142E-01
-7.0524440E-03,-9.314728E-01
-7.0522600E-03,-9.288788E-01
-7.0520760E-03,-9.268951E-01
-7.0518920E-03,-9.238434E-01
-7.0517080E-03,-9.214020E-01
-7.0515240E-03,-9.188080E-01
-7.0513400E-03,-9.169769E-01
-7.0511560E-03,-9.123993E-01
-7.0509720E-03,-9.076691E-01
-7.0507880E-03,-9.079742E-01
-7.0506040E-03,-9.078217E-01
-7.0504200E-03,-9.017181E-01
-7.0502360E-03,-8.982086E-01
-7.0500520E-03,-8.942413E-01
-7.0498680E-03,-8.919525E-01
-7.0496840E-03,-8.895111E-01
-7.0495000E-03,-8.860016E-01
-7.0493160E-03,-8.843231E-01
-7.0491320E-03,-8.814240E-01
-7.0489480E-03,-8.802032E-01
-7.0487640E-03,-8.769989E-01
-7.0485800E-03,-8.730316E-01
-7.0483960E-03,-8.693695E-01
-7.0482120E-03,-8.676910E-01
-7.0480280E-03,-8.670807E-01
-7.0478440E-03,-8.628082E-01
-7.0476600E-03,-8.603668E-01
-7.0474760E-03,-8.582306E-01
-7.0472920E-03,-8.527374E-01
-7.0471080E-03,-8.538055E-01
-7.0469240E-03,-8.496857E-01
-7.0467400E-03,-8.486176E-01
-7.0465560E-03,-8.457184E-01
-7.0463720E-03,-8.414459E-01
-7.0461880E-03,-8.397675E-01
-7.0460040E-03,-8.377838E-01
-7.0458200E-03,-8.348846E-01
-7.0456360E-03,-8.315277E-01
-7.0454520E-03,-8.287811E-01
-7.0452680E-03,-8.278656E-01
-7.0450840E-03,-8.219147E-01
-7.0449000E-03,-8.202362E-01
-7.0447160E-03,-8.167267E-01
-7.0445320E-03,-8.148956E-01
-7.0443480E-03,-8.107758E-01
-7.0441640E-03,-8.075714E-01
-7.0439800E-03,-8.061981E-01
-7.0437960E-03,-8.054352E-01
-7.0436120E-03,-7.996368E-01
-7.0434280E-03,-7.987213E-01
-7.0432440E-03,-7.935333E-01
-7.0430600E-03,-7.915497E-01
-7.0428760E-03,-7.888031E-01
-7.0426920E-03,-7.857513E-01
-7.0425080E-03,-7.855988E-01
-7.0423240E-03,-7.822418E-01
-7.0421400E-03,-7.772064E-01
-7.0419560E-03,-7.775116E-01
-7.0417720E-03,-7.727814E-01
-7.0415880E-03,-7.709503E-01
-7.0414040E-03,-7.665253E-01
-7.0412200E-03,-7.645416E-01
-7.0410360E-03,-7.616425E-01
-7.0408520E-03,-7.592010E-01
-7.0406680E-03,-7.575226E-01
-7.0404840E-03,-7.549286E-01
-7.0403000E-03,-7.511139E-01
-7.0401160E-03,-7.471466E-01
-7.0399320E-03,-7.440948E-01
-7.0397480E-03,-7.436371E-01
-7.0395640E-03,-7.399750E-01
-7.0393800E-03,-7.360077E-01
-7.0391960E-03,-7.337189E-01
-7.0390120E-03,-7.324982E-01
-7.0388280E-03,-7.314301E-01
-7.0386440E-03,-7.273102E-01
-7.0384600E-03,-7.244110E-01
-7.0382760E-03,-7.212067E-01
-7.0380920E-03,-7.189178E-01
-7.0379080E-03,-7.144928E-01
-7.0377240E-03,-7.100677E-01
-7.0375400E-03,-7.079315E-01
-7.0373560E-03,-7.076263E-01
-7.0371720E-03,-7.032013E-01
-7.0369880E-03,-7.001495E-01
-7.0368040E-03,-6.961823E-01
-7.0366200E-03,-6.920624E-01
-7.0364360E-03,-6.902313E-01
-7.0362520E-03,-6.884003E-01
-7.0360680E-03,-6.845856E-01
-7.0358840E-03,-6.824493E-01
-7.0357000E-03,-6.775665E-01
-7.0355160E-03,-6.761932E-01
-7.0353320E-03,-6.745148E-01
-7.0351480E-03,-6.707001E-01
-7.0349640E-03,-6.676483E-01
-7.0347800E-03,-6.635284E-01
-7.0345960E-03,-6.629181E-01
-7.0344120E-03,-6.607819E-01
-7.0342280E-03,-6.586456E-01
-7.0340440E-03,-6.554413E-01
-7.0338600E-03,-6.533051E-01
-7.0336760E-03,-6.496429E-01
-7.0334920E-03,-6.461334E-01
-7.0333080E-03,-6.433868E-01
-7.0331240E-03,-6.429291E-01
-7.0329400E-03,-6.394196E-01
-7.0327560E-03,-6.380463E-01
-7.0325720E-03,-6.345367E-01
-7.0323880E-03,-6.304169E-01
-7.0322040E-03,-6.285858E-01
-7.0320200E-03,-6.252289E-01
-7.0318360E-03,-6.204987E-01
-7.0316520E-03,-6.206512E-01
-7.0314680E-03,-6.175995E-01
-7.0312840E-03,-6.124115E-01
-7.0311000E-03,-6.108856E-01
-7.0309160E-03,-6.072235E-01
-7.0307320E-03,-6.050873E-01
-7.0305480E-03,-6.011200E-01
-7.0303640E-03,-5.977631E-01
-7.0301800E-03,-5.960846E-01
-7.0299960E-03,-5.950165E-01
-7.0298120E-03,-5.907440E-01
-7.0296280E-03,-5.896759E-01
-7.0294440E-03,-5.870819E-01
-7.0292600E-03,-5.847931E-01
-7.0290760E-03,-5.802155E-01
-7.0288920E-03,-5.770111E-01
-7.0287080E-03,-5.768585E-01
-7.0285240E-03,-5.690765E-01
-7.0283400E-03,-5.696869E-01
-7.0281560E-03,-5.677032E-01
-7.0279720E-03,-5.638885E-01
-7.0277880E-03,-5.597687E-01
-7.0276040E-03,-5.579376E-01
-7.0274200E-03,-5.565643E-01
-7.0272360E-03,-5.515289E-01
-7.0270520E-03,-5.467987E-01
-7.0268680E-03,-5.435944E-01
-7.0266840E-03,-5.417633E-01
-7.0265000E-03,-5.396271E-01
-7.0263160E-03,-5.356598E-01
-7.0261320E-03,-5.341339E-01
-7.0259480E-03,-5.310822E-01
-7.0257640E-03,-5.280304E-01
-7.0255800E-03,-5.263519E-01
-7.0253960E-03,-5.233002E-01
-7.0252120E-03,-5.205536E-01
-7.0250280E-03,-5.178070E-01
-7.0248440E-03,-5.156708E-01
-7.0246600E-03,-5.123138E-01
-7.0244760E-03,-5.083466E-01
-7.0242920E-03,-5.077362E-01
-7.0241080E-03,-5.008698E-01
-7.0239240E-03,-4.988861E-01
-7.0237400E-03,-4.978180E-01
-7.0235560E-03,-4.967499E-01
-7.0233720E-03,-4.923248E-01
-7.0231880E-03,-4.901886E-01
-7.0230040E-03,-4.863739E-01
-7.0228200E-03,-4.854584E-01
-7.0226360E-03,-4.805756E-01
-7.0224520E-03,-4.772186E-01
-7.0222680E-03,-4.767609E-01
-7.0220840E-03,-4.724884E-01
-7.0219000E-03,-4.677582E-01
-7.0217160E-03,-4.679108E-01
-7.0215320E-03,-4.633331E-01
-7.0213480E-03,-4.611969E-01
-7.0211640E-03,-4.579926E-01
-7.0209800E-03,-4.538727E-01
-7.0207960E-03,-4.531097E-01
-7.0206120E-03,-4.488373E-01
-7.0204280E-03,-4.473114E-01
-7.0202440E-03,-4.454803E-01
-7.0200600E-03,-4.422760E-01
-7.0198760E-03,-4.380035E-01
-7.0196920E-03,-4.370880E-01
-7.0195080E-03,-4.293060E-01
-7.0193240E-03,-4.302216E-01
-7.0191400E-03,-4.268646E-01
-7.0189560E-03,-4.256439E-01
-7.0187720E-03,-4.213715E-01
-7.0185880E-03,-4.196930E-01
-7.0184040E-03,-4.160309E-01
-7.0182200E-03,-4.117584E-01
-7.0180360E-03,-4.103851E-01
-7.0178520E-03,-4.079437E-01
-7.0176680E-03,-4.051971E-01
-7.0174840E-03,-4.010773E-01
-7.0173000E-03,-4.013824E-01
-7.0171160E-03,-3.971100E-01
-7.0169320E-03,-3.936005E-01
-7.0167480E-03,-3.890228E-01
-7.0165640E-03,-3.865814E-01
-7.0163800E-03,-3.849030E-01
-7.0161960E-03,-3.821564E-01
-7.0160120E-03,-3.769684E-01
-7.0158280E-03,-3.752899E-01
-7.0156440E-03,-3.725433E-01
-7.0154600E-03,-3.693390E-01
-7.0152760E-03,-3.662872E-01
-7.0150920E-03,-3.644562E-01
-7.0149080E-03,-3.621674E-01
-7.0147240E-03,-3.572845E-01
-7.0145400E-03,-3.560638E-01
-7.0143560E-03,-3.542328E-01
-7.0141720E-03,-3.507233E-01
-7.0139880E-03,-3.470612E-01
-7.0138040E-03,-3.427887E-01
-7.0136200E-03,-3.404999E-01
-7.0134360E-03,-3.362274E-01
-7.0132520E-03,-3.345490E-01
-7.0130680E-03,-3.311920E-01
-7.0128840E-03,-3.272247E-01
-7.0127000E-03,-3.263092E-01
-7.0125160E-03,-3.237152E-01
-7.0123320E-03,-3.214264E-01
-7.0121480E-03,-3.185272E-01
-7.0119640E-03,-3.156281E-01
-7.0117800E-03,-3.128815E-01
-7.0115960E-03,-3.102875E-01
-7.0114120E-03,-3.063202E-01
-7.0112280E-03,-3.044891E-01
-7.0110440E-03,-3.022003E-01
-7.0108600E-03,-2.965546E-01
-7.0106760E-03,-2.948761E-01
-7.0104920E-03,-2.927399E-01
-7.0103080E-03,-2.883148E-01
-7.0101240E-03,-2.840424E-01
-7.0099400E-03,-2.843475E-01
-7.0097560E-03,-2.809906E-01
-7.0095720E-03,-2.768707E-01
-7.0093880E-03,-2.732086E-01
-7.0092040E-03,-2.724457E-01
-7.0090200E-03,-2.671051E-01
-7.0088360E-03,-2.652740E-01
-7.0086520E-03,-2.623749E-01
-7.0084680E-03,-2.597809E-01
-7.0082840E-03,-2.570343E-01
-7.0081000E-03,-2.541351E-01
-7.0079160E-03,-2.500153E-01
-7.0077320E-03,-2.471161E-01
-7.0075480E-03,-2.463531E-01
-7.0073640E-03,-2.446747E-01
-7.0071800E-03,-2.400970E-01
-7.0069960E-03,-2.371979E-01
-7.0068120E-03,-2.358246E-01
-7.0066280E-03,-2.306366E-01
-7.0064440E-03,-2.252960E-01
-7.0062600E-03,-2.242279E-01
-7.0060760E-03,-2.228546E-01
-7.0058920E-03,-2.199554E-01
-7.0057080E-03,-2.182770E-01
-7.0055240E-03,-2.161407E-01
-7.0053400E-03,-2.112579E-01
-7.0051560E-03,-2.101898E-01
-7.0049720E-03,-2.053070E-01
-7.0047880E-03,-2.027130E-01
-7.0046040E-03,-1.981354E-01
-7.0044200E-03,-1.978302E-01
-7.0042360E-03,-1.931000E-01
-7.0040520E-03,-1.909637E-01
-7.0038680E-03,-1.892853E-01
-7.0036840E-03,-1.853180E-01
-7.0035000E-03,-1.844025E-01
-7.0033160E-03,-1.801300E-01
-7.0031320E-03,-1.769257E-01
-7.0029480E-03,-1.747894E-01
-7.0027640E-03,-1.729584E-01
-7.0025800E-03,-1.689911E-01
-7.0023960E-03,-1.670074E-01
-7.0022120E-03,-1.609039E-01
-7.0020280E-03,-1.601410E-01
-7.0018440E-03,-1.560211E-01
-7.0016600E-03,-1.517487E-01
-7.0014760E-03,-1.511383E-01
-7.0012920E-03,-1.486969E-01
-7.0011080E-03,-1.453400E-01
-7.0009240E-03,-1.442719E-01
-7.0007400E-03,-1.386261E-01
-7.0005560E-03,-1.366425E-01
-7.0003720E-03,-1.325226E-01
-7.0001880E-03,-1.299286E-01
-7.0000040E-03,-1.270294E-01
-6.9998200E-03,-1.274872E-01
-6.9996360E-03,-1.233673E-01
-6.9994520E-03,-1.200104E-01
-6.9992680E-03,-1.172638E-01
-6.9990840E-03,-1.158905E-01
-6.9989000E-03,-1.131439E-01
-6.9987160E-03,-1.074982E-01
-6.9985320E-03,-1.050568E-01
-6.9983480E-03,-1.045990E-01
-6.9981640E-03,-1.012421E-01
-6.9979800E-03,-9.773254E-02
-6.9977960E-03,-9.468079E-02
-6.9976120E-03,-9.101868E-02
-6.9974280E-03,-8.842468E-02
-6.9972440E-03,-8.445740E-02
-6.9970600E-03,-8.094788E-02
-6.9968760E-03,-7.865906E-02
-6.9966920E-03,-7.423401E-02
-6.9965080E-03,-7.438660E-02
-6.9963240E-03,-7.041931E-02
-6.9961400E-03,-6.767273E-02
-6.9959560E-03,-6.752014E-02
-6.9957720E-03,-6.324768E-02
-6.9955880E-03,-5.912781E-02
-6.9954040E-03,-5.775452E-02
-6.9952200E-03,-5.256653E-02
-6.9950360E-03,-5.165100E-02
-6.9948520E-03,-4.631042E-02
-6.9946680E-03,-4.570007E-02
-6.9944840E-03,-4.554749E-02
-6.9943000E-03,-3.898621E-02
-6.9941160E-03,-3.639221E-02
-6.9939320E-03,-3.288269E-02
-6.9937480E-03,-3.364563E-02
-6.9935640E-03,-2.708435E-02
-6.9933800E-03,-2.677917E-02
-6.9931960E-03,-2.220154E-02
-6.9930120E-03,-2.067566E-02
-6.9928280E-03,-1.884460E-02
-6.9926440E-03,-1.289368E-02
-6.9924600E-03,-8.468628E-03
-6.9922760E-03,-6.332397E-03
-6.9920920E-03,-4.959106E-03
-6.9919080E-03,-1.907349E-03
-6.9917240E-03,6.866455E-04
-6.9915400E-03,2.975464E-03
-6.9913560E-03,5.111694E-03
-6.9911720E-03,1.091003E-02
-6.9909880E-03,1.075745E-02
-6.9908040E-03,1.670837E-02
-6.9906200E-03,1.991272E-02
-6.9904360E-03,2.326965E-02
-6.9902520E-03,2.449036E-02
-6.9900680E-03,2.662659E-02
-6.9898840E-03,2.998352E-02
-6.9897000E-03,3.196716E-02
-6.9895160E-03,3.562927E-02
-6.9893320E-03,3.761292E-02
-6.9891480E-03,4.310608E-02
-6.9889640E-03,4.478455E-02
-6.9887800E-03,4.676819E-02
-6.9885960E-03,4.951477E-02
-6.9884120E-03,5.287170E-02
-6.9882280E-03,5.653381E-02
-6.9880440E-03,5.928040E-02
-6.9878600E-03,6.233215E-02
-6.9876760E-03,6.660461E-02
-6.9874920E-03,6.950378E-02
-6.9873080E-03,7.194519E-02
-6.9871240E-03,7.347107E-02
-6.9869400E-03,7.514954E-02
-6.9867560E-03,8.171082E-02
-6.9865720E-03,8.262634E-02
-6.9863880E-03,8.415222E-02
-6.9862040E-03,8.872986E-02
-6.9860200E-03,9.147644E-02
-6.9858360E-03,9.574890E-02
-6.9856520E-03,9.529114E-02
-6.9854680E-03,1.003265E-01
-6.9852840E-03,1.018524E-01
-6.9851000E-03,1.074982E-01
-6.9849160E-03,1.064301E-01
-6.9847320E-03,1.117706E-01
-6.9845480E-03,1.168060E-01
-6.9843640E-03,1.168060E-01
-6.9841800E-03,1.200104E-01
-6.9839960E-03,1.235199E-01
-6.9838120E-03,1.255035E-01
-6.9836280E-03,1.297760E-01
-6.9834440E-03,1.308441E-01
-6.9832600E-03,1.364899E-01
-6.9830760E-03,1.380157E-01
-6.9828920E-03,1.403046E-01
-6.9827080E-03,1.464081E-01
-6.9825240E-03,1.456451E-01
-6.9823400E-03,1.494598E-01
-6.9821560E-03,1.508331E-01
-6.9819720E-03,1.511383E-01
-6.9817880E-03,1.561737E-01
-6.9816040E-03,1.610565E-01
-6.9814200E-03,1.619720E-01
-6.9812360E-03,1.642609E-01
-6.9810520E-03,1.685333E-01
-6.9808680E-03,1.692963E-01
-6.9806840E-03,1.726532E-01
-6.9805000E-03,1.746368E-01
-6.9803160E-03,1.790619E-01
-6.9801320E-03,1.818085E-01
